Id,Annee,Mois,Jour,Heure,Minute,Instant,Posan,JourSemaine,JourFerie,Forecasted.Total.Load,Forecasted.Zonal.Load,Zonal.Price,prix decalees,Prix predicted by linear regression,zonal price - prix regression
63,2011,1,3,14,0,14,0.007078433611,1,0,18871,6443,51.11,51.65,51.260028858312744,-0.15002885831274426
64,2011,1,3,15,0,15,0.007192601895,1,0,18877,6445,51.46,51.11,51.286459835489744,0.173540164510257
65,2011,1,3,16,0,16,0.007306770179,1,0,19580,6587,61.69,51.46,54.38328932806163,7.306710671938369
66,2011,1,3,17,0,17,0.007420938463,1,0,21283,6867,76,61.69,61.88528168346692,14.114718316533079
67,2011,1,3,18,0,18,0.007535106747,1,0,21502,6828,68.47,76,62.85001235042744,5.619987649572558
68,2011,1,3,19,0,19,0.007649275031,1,0,21092,6680,78.12,68.47,61.04389557666574,17.076104423334264
69,2011,1,3,20,0,20,0.007763443315,1,0,20523,6506,62.25,78.12,58.537357907713535,3.7126420922864654
70,2011,1,3,21,0,21,0.007877611599,1,0,19512,6260,51.06,62.25,54.083738253388965,-3.023738253388963
71,2011,1,3,22,0,22,0.007991779884,1,0,18044,5927,46.4,51.06,47.61695917074952,-1.2169591707495186
72,2011,1,3,23,0,23,0.008105948168,1,0,16495,5487,45.98,46.4,40.79336189622057,5.18663810377943
73,2011,1,4,0,0,0,0.008220116452,2,0,15621,5113,41.3,45.98,36.94324955410418,4.35675044589582
74,2011,1,4,1,0,1,0.008334284736,2,0,14947,4862,38.79,41.3,33.974169784554455,4.815830215445544
75,2011,1,4,2,0,2,0.00844845302,2,0,14613,4715,37.83,38.79,32.50284538836811,5.32715461163189
76,2011,1,4,3,0,3,0.008562621304,2,0,14478,4639,36.53,37.83,31.90814840188559,4.621851598114411
77,2011,1,4,4,0,4,0.008676789588,2,0,14611,4626,36.79,36.53,32.49403506264243,4.295964937357567
78,2011,1,4,5,0,5,0.008790957872,2,0,15430,4798,41.48,36.79,36.101863447302996,5.378136552697001
79,2011,1,4,6,0,6,0.008905126156,2,0,17068,5233,50.09,41.48,43.31752021662411,6.772479783375893
80,2011,1,4,7,0,7,0.00901929444,2,0,18363,5705,54.54,50.09,49.02220612399338,5.517793876006621
81,2011,1,4,8,0,8,0.009133462724,2,0,18759,5994,52.81,54.54,50.7666506176754,2.0433493823245996
82,2011,1,4,9,0,9,0.009247631008,2,0,19047,6228,55.22,52.81,52.035337522171424,3.1846624778285744
83,2011,1,4,10,0,10,0.009361799292,2,0,19248,6367,58.05,55.22,52.920775257600944,5.129224742399053
84,2011,1,4,11,0,11,0.009475967576,2,0,19243,6428,54.95,58.05,52.89874944328677,2.051250556713235
85,2011,1,4,12,0,12,0.00959013586,2,0,19089,6430,54.79,54.95,52.220354362410426,2.5696456375895735
86,2011,1,4,13,0,13,0.009704304144,2,0,18979,6420,53.17,54.79,51.73578644749875,1.4342135525012552
87,2011,1,4,14,0,14,0.009818472428,2,0,18834,6411,53.14,53.17,51.097037832387905,2.042962167612096
88,2011,1,4,15,0,15,0.009932640712,2,0,18865,6421,52.51,53.14,51.23359788113574,1.2764021188642545
89,2011,1,4,16,0,16,0.010046809,2,0,19558,6563,55.35,52.51,54.28637574507929,1.063624254920711
90,2011,1,4,17,0,17,0.01016097728,2,0,21230,6848,69.7,55.35,61.651808051736744,8.04819194826326
91,2011,1,4,18,0,18,0.01027514556,2,0,21386,6801,66.17,69.7,62.33901345833876,3.8309865416612396
92,2011,1,4,19,0,19,0.01038931385,2,0,20965,6647,61.28,66.17,60.4844398930859,0.7955601069141025
93,2011,1,4,20,0,20,0.01050348213,2,0,20378,6461,62.35,61.28,57.89860929260269,4.451390707397309
94,2011,1,4,21,0,21,0.01061765042,2,0,19350,6203,53.09,62.35,53.37010186960995,-0.2801018696099433
95,2011,1,4,22,0,22,0.0107318187,2,0,17891,5867,45.42,53.09,46.94296925273601,-1.5229692527360115
96,2011,1,4,23,0,23,0.01084598698,2,0,16315,5414,44.76,45.42,40.00043258091056,4.759567419089436
97,2011,1,5,0,0,0,0.01096015527,3,0,15516,5057,40.14,44.76,36.480707453506675,3.659292546493326
98,2011,1,5,1,0,1,0.01107432355,3,0,14900,4835,39.33,40.14,33.76712713000129,5.5628728699987064
99,2011,1,5,2,0,2,0.01118849184,3,0,14588,4703,37.25,39.33,32.39271631679727,4.857283683202731
100,2011,1,5,3,0,3,0.01130266012,3,0,14435,4625,36.42,37.25,31.718726398783758,4.7012736012162435
101,2011,1,5,4,0,4,0.01141682841,3,0,14543,4605,36.4,36.42,32.19448398796977,4.20551601203023
102,2011,1,5,5,0,5,0.01153099669,3,0,15318,4769,39.44,36.4,35.608485206665655,3.8315147933343425
103,2011,1,5,6,0,6,0.01164516497,3,0,16863,5199,50.33,39.44,42.41446182974327,7.915538170256731
104,2011,1,5,7,0,7,0.01175933326,3,0,18087,5653,62.07,50.33,47.806381173851356,14.263618826148644
105,2011,1,5,8,0,8,0.01187350154,3,0,18530,5938,62.12,62.07,49.75786832208656,12.362131677913439
106,2011,1,5,9,0,9,0.01198766983,3,0,18908,6181,62.74,62.12,51.42301988423758,11.31698011576242
107,2011,1,5,10,0,10,0.01210183811,3,0,19193,6332,63,62.74,52.678491300145105,10.321508699854895
108,2011,1,5,11,0,11,0.01221600639,3,0,19263,6406,61.27,63,52.986852700543444,8.283147299456559
109,2011,1,5,12,0,12,0.01233017468,3,0,19183,6424,60.38,61.27,52.634439671516766,7.745560328483236
110,2011,1,5,13,0,13,0.01244434296,3,0,19102,6418,56.47,60.38,52.277621479627264,4.192378520372735
111,2011,1,5,14,0,14,0.01255851125,3,0,19001,6423,59.39,56.47,51.832700030481085,7.557299969518915
112,2011,1,5,15,0,15,0.01267267953,3,0,19046,6435,58.9,59.39,52.030932359308586,6.869067640691412
113,2011,1,5,16,0,16,0.01278684781,3,0,19729,6575,64.19,58.9,55.03965859462381,9.150341405376189
114,2011,1,5,17,0,17,0.0129010161,3,0,21388,6858,86.52,64.19,62.347823784064424,24.172176215935572
115,2011,1,5,18,0,18,0.01301518438,3,0,21590,6819,80.22,86.52,63.23766668235678,16.982333317643217
116,2011,1,5,19,0,19,0.01312935267,3,0,21207,6671,68.11,80.22,61.55048930589158,6.559510694108418
117,2011,1,5,20,0,20,0.01324352095,3,0,20662,6497,64.2,68.11,59.149675545647376,5.0503244543526264
118,2011,1,5,21,0,21,0.01335768923,3,0,19710,6270,62.65,64.2,54.95596050022997,7.694039499770028
119,2011,1,5,22,0,22,0.01347185752,3,0,18315,5955,50.02,62.65,48.81075830657738,1.2092416934226264
120,2011,1,5,23,0,23,0.0135860258,3,0,16789,5524,47.94,50.02,42.08847977789359,5.851520222106409
121,2011,1,6,0,0,0,0.01370019409,4,0,15878,5159,43.84,47.94,38.07537640985236,5.764623590147643
122,2011,1,6,1,0,1,0.01381436237,4,0,15178,4897,40.57,43.84,34.991762405868975,5.578237594131025
123,2011,1,6,2,0,2,0.01392853065,4,0,14819,4745,39.75,40.57,33.41030893811179,6.33969106188821
124,2011,1,6,3,0,3,0.01404269894,4,0,14663,4660,38.67,39.75,32.72310353150977,5.94689646849023
125,2011,1,6,4,0,4,0.01415686722,4,0,14817,4647,37.67,38.67,33.40149861238611,4.268501387613888
126,2011,1,6,5,0,5,0.01427103551,4,0,15676,4836,41.14,37.67,37.18553351156002,3.9544664884399836
127,2011,1,6,6,0,6,0.01438520379,4,0,17367,5308,50.32,41.14,44.63466391261131,5.685336087388691
128,2011,1,6,7,0,7,0.01449937207,4,0,18699,5817,62,50.32,50.5023408459054,11.497659154094599
129,2011,1,6,8,0,8,0.01461354036,4,0,19109,6124,62.01,62,52.3084576196671,9.701542380332896
130,2011,1,6,9,0,9,0.01472770864,4,0,19449,6378,63.34,62.01,53.80621299303045,9.533787006969554
131,2011,1,6,10,0,10,0.01484187693,4,0,19654,6524,65.06,63.34,54.70927137991131,10.350728620088695
132,2011,1,6,11,0,11,0.01495604521,4,0,19650,6589,63.88,65.06,54.69165072845997,9.188349271540034
133,2011,1,6,12,0,12,0.01507021349,4,0,19513,6589,58.58,63.88,54.08814341625179,4.491856583748209
134,2011,1,6,13,0,13,0.01518438178,4,0,19398,6576,61.63,58.58,53.58154968702595,8.048450312974055
135,2011,1,6,14,0,14,0.01529855006,4,0,19268,6573,57.45,61.63,53.00887851485761,4.441121485142396
136,2011,1,6,15,0,15,0.01541271835,4,0,19300,6585,58.87,57.45,53.14984372646827,5.720156273531728
137,2011,1,6,16,0,16,0.01552688663,4,0,19954,6716,67.47,58.87,56.03082023876133,11.43917976123867
138,2011,1,6,17,0,17,0.01564105491,4,0,21623,6981,100.28,67.47,63.38303705683028,36.89696294316972
139,2011,1,6,18,0,18,0.0157552232,4,0,21867,6939,83.48,100.28,64.45789679536162,19.022103204638384
140,2011,1,6,19,0,19,0.01586939148,4,0,21491,6783,73.18,83.48,62.801555558936265,10.378444441063742
141,2011,1,6,20,0,20,0.01598355977,4,0,20916,6592,68.44,73.18,60.26858691280706,8.171413087192938
142,2011,1,6,21,0,21,0.01609772805,4,0,19888,6347,62.48,68.44,55.74007948981431,6.739920510185684
143,2011,1,6,22,0,22,0.01621189634,4,0,18414,6020,55.26,62.48,49.24686942999788,6.013130570002119
144,2011,1,6,23,0,23,0.01632606462,4,0,16817,5571,47.08,55.26,42.21182433805293,4.86817566194707
145,2011,1,7,0,0,0,0.0164402329,5,0,16012,5205,45.53,47.08,38.66566823347204,6.864331766527961
146,2011,1,7,1,0,1,0.01655440119,5,0,15268,4925,41.53,45.53,35.38822706352398,6.141772936476023
147,2011,1,7,2,0,2,0.01666856947,5,0,14865,4754,40.54,41.53,33.612946429802115,6.927053570197884
148,2011,1,7,3,0,3,0.01678273776,5,0,14668,4657,37.76,40.54,32.74512934582393,5.014870654176065
149,2011,1,7,4,0,4,0.01689690604,5,0,14799,4644,38.28,37.76,33.32220568085511,4.957794319144888
150,2011,1,7,5,0,5,0.01701107432,5,0,15648,4847,43.66,38.28,37.06218895140068,6.597811048599318
151,2011,1,7,6,0,6,0.01712524261,5,0,17401,5354,55.16,43.66,44.784439449947634,10.375560550052363
152,2011,1,7,7,0,7,0.01723941089,5,0,18862,5912,65.74,55.16,51.22038239254724,14.519617607452751
153,2011,1,7,8,0,8,0.01735357918,5,0,19365,6247,63.41,65.74,53.43617931255245,9.97382068744755
154,2011,1,7,9,0,9,0.01746774746,5,0,19763,6510,66.16,63.41,55.18943413196015,10.970565868039849
155,2011,1,7,10,0,10,0.01758191574,5,0,20015,6652,67.9,66.16,56.299535173394155,11.600464826605851
156,2011,1,7,11,0,11,0.01769608403,5,0,20003,6704,68.52,67.9,56.246673219040154,12.273326780959842
157,2011,1,7,12,0,12,0.01781025231,5,0,19867,6692,66.05,68.52,55.64757106969481,10.402428930305184
158,2011,1,7,13,0,13,0.0179244206,5,0,19725,6665,65.31,66.05,55.02203794317247,10.287962056827531
159,2011,1,7,14,0,14,0.01803858888,5,0,19548,6651,63.9,65.31,54.242324116450966,9.657675883549032
160,2011,1,7,15,0,15,0.01815275716,5,0,19529,6655,61.63,63.9,54.15862602205713,7.471373977942875
161,2011,1,7,16,0,16,0.01826692545,5,0,20064,6763,68.26,61.63,56.515388153672994,11.744611846327011
162,2011,1,7,17,0,17,0.01838109373,5,0,21577,7006,75.45,68.26,63.18039956513994,12.26960043486006
163,2011,1,7,18,0,18,0.01849526202,5,0,21683,6933,72.02,75.45,63.647346828600284,8.372653171399712
164,2011,1,7,19,0,19,0.0186094303,5,0,21169,6744,70.93,72.02,61.38309311710392,9.546906882896089
165,2011,1,7,20,0,20,0.01872359858,5,0,20629,6544,62.23,70.93,59.004305171173876,3.2256948288261214
166,2011,1,7,21,0,21,0.01883776687,5,0,19808,6324,53.62,62.23,55.38766646078765,-1.7676664607876518
167,2011,1,7,22,0,22,0.01895193515,5,0,18595,6060,48.42,53.62,50.04420390817072,-1.6242039081707205
168,2011,1,7,23,0,23,0.01906610344,5,0,17095,5662,46.12,48.42,43.43645961392061,2.683540386079386
169,2011,1,8,0,0,0,0.01918027172,6,0,16269,5335,49.22,46.12,39.79779508922022,9.422204910779776
170,2011,1,8,1,0,1,0.01929444,6,0,15568,5099,42.69,49.22,36.709775922374,5.980224077625998
171,2011,1,8,2,0,2,0.01940860829,6,0,15160,4939,40.33,42.69,34.912469474337975,5.417530525662023
172,2011,1,8,3,0,3,0.01952277657,6,0,14912,4840,39.81,40.33,33.81998908435529,5.99001091564471
173,2011,1,8,4,0,4,0.01963694486,6,0,14783,4759,39.38,39.81,33.251723075049775,6.128276924950228
174,2011,1,8,5,0,5,0.01975111314,6,0,14835,4699,40.31,39.38,33.480791543917114,6.829208456082888
175,2011,1,8,6,0,6,0.01986528142,6,0,15561,4827,45.96,40.31,36.678939782334176,9.281060217665825
176,2011,1,8,7,0,7,0.01997944971,6,0,16593,5117,49.38,45.96,41.225067856778246,8.154932143221757
177,2011,1,8,8,0,8,0.02009361799,6,0,17335,5385,47.13,49.38,44.49369870100063,2.6363012989993706
178,2011,1,8,9,0,9,0.02020778628,6,0,17998,5676,65.63,47.13,47.41432167905918,18.215678320940818
179,2011,1,8,10,0,10,0.02032195456,6,0,18365,5870,63.15,65.63,49.03101644971904,14.118983550280959
180,2011,1,8,11,0,11,0.02043612285,6,0,18392,5951,59.4,63.15,49.14995584701554,10.250044152984458
181,2011,1,8,12,0,12,0.02055029113,6,0,18227,5950,57.63,59.4,48.423103974648036,9.206896025351966
182,2011,1,8,13,0,13,0.02066445941,6,0,18008,5917,52.38,57.63,47.458373307687516,4.921626692312486
183,2011,1,8,14,0,14,0.0207786277,6,0,17818,5888,49.78,52.38,46.62139236374917,3.158607636250828
184,2011,1,8,15,0,15,0.02089279598,6,0,17841,5879,49.77,49.78,46.722711109594336,3.0472888904056674
185,2011,1,8,16,0,16,0.02100696427,6,0,18493,5990,63,49.77,49.59487729616172,13.40512270383828
186,2011,1,8,17,0,17,0.02112113255,6,0,20291,6349,89.04,63,57.515360123536176,31.52463987646383
187,2011,1,8,18,0,18,0.02123530083,6,0,20763,6470,84,89.04,59.594596994793555,24.405403005206445
188,2011,1,8,19,0,19,0.02134946912,6,0,20495,6428,79.28,84,58.414013347554196,20.865986652445805
189,2011,1,8,20,0,20,0.0214636374,6,0,20140,6336,74.24,79.28,56.850180531248334,17.38981946875166
190,2011,1,8,21,0,21,0.02157780569,6,0,19531,6220,63.73,74.24,54.16743634778279,9.562563652217207
191,2011,1,8,22,0,22,0.02169197397,6,0,18569,6050,52.65,63.73,49.92966967373706,2.720330326262939
192,2011,1,8,23,0,23,0.02180614225,6,0,17338,5762,49.85,52.65,44.50691418958913,5.343085810410869
193,2011,1,9,0,0,0,0.02192031054,0,0,16208,5394,55.39,49.85,39.52908015458738,15.860919845412617
194,2011,1,9,1,0,1,0.02203447882,0,0,15502,5129,48.37,55.39,36.419035173427,11.950964826573
195,2011,1,9,2,0,2,0.02214864711,0,0,15055,4943,44.9,48.37,34.44992737374047,10.450072626259526
196,2011,1,9,3,0,3,0.02226281539,0,0,14784,4830,42.47,44.9,33.25612823791261,9.213871762087386
197,2011,1,9,4,0,4,0.02237698367,0,0,14610,4742,42.13,42.47,32.48962989977961,9.640370100220395
198,2011,1,9,5,0,5,0.02249115196,0,0,14499,4641,42.59,42.13,32.00065682200509,10.589343177994913
199,2011,1,9,6,0,6,0.02260532024,0,0,14973,4693,48.74,42.59,34.08870401898813,14.65129598101187
200,2011,1,9,7,0,7,0.02271948853,0,0,15815,4911,48.76,48.74,37.79785114949386,10.96214885050614
201,2011,1,9,8,0,8,0.02283365681,0,0,16453,5125,48.45,48.76,40.608345055981566,7.841654944018437
202,2011,1,9,9,0,9,0.02294782509,0,0,17144,5404,52.87,48.45,43.65231259419945,9.217687405800547
203,2011,1,9,10,0,10,0.02306199338,0,0,17647,5619,53.32,52.87,45.868109514204654,7.451890485795346
204,2011,1,9,11,0,11,0.02317616166,0,0,17871,5735,54.53,53.32,46.85486599547934,7.675134004520665
205,2011,1,9,12,0,12,0.02329032995,0,0,17882,5782,53.07,54.53,46.90332278697051,6.166677213029487
206,2011,1,9,13,0,13,0.02340449823,0,0,17800,5789,49.43,53.07,46.54209943221817,2.887900567781827
207,2011,1,9,14,0,14,0.02351866651,0,0,17722,5796,48.26,49.43,46.198496728917156,2.0615032710828416
208,2011,1,9,15,0,15,0.0236328348,0,0,17861,5821,49.81,48.26,46.810814366851,2.999185633149004
209,2011,1,9,16,0,16,0.02374700308,0,0,18604,5959,57.71,49.81,50.08385037393622,7.626149626063778
210,2011,1,9,17,0,17,0.02386117137,0,0,20360,6343,81.79,57.71,57.81931636107169,23.970683638928314
211,2011,1,9,18,0,18,0.02397533965,0,0,20880,6482,79.82,81.79,60.11000104974506,19.709998950254935
212,2011,1,9,19,0,19,0.02408950793,0,0,20772,6493,78.74,79.82,59.634243460559055,19.10575653944094
213,2011,1,9,20,0,20,0.02420367622,0,0,20450,6451,71.26,78.74,58.215781018726695,13.04421898127331
214,2011,1,9,21,0,21,0.0243178445,0,0,19727,6331,62.37,71.26,55.03084826889815,7.33915173110185
215,2011,1,9,22,0,22,0.02443201279,0,0,18629,6101,51.7,62.37,50.19397944550706,1.5060205544929417
216,2011,1,9,23,0,23,0.02454618107,0,0,17344,5758,51.69,51.7,44.53334516676613,7.1566548332338655
217,2011,1,10,0,0,0,0.02466034935,1,0,16386,5406,51.33,51.69,40.313199144171726,11.016800855828272
218,2011,1,10,1,0,1,0.02477451764,1,0,15600,5099,45.21,51.33,36.85074113398468,8.359258866015324
219,2011,1,10,2,0,2,0.02488868592,1,0,15167,4907,42.73,45.21,34.94330561437781,7.786694385622184
220,2011,1,10,3,0,3,0.02500285421,1,0,15011,4819,42.01,42.73,34.256100207775795,7.753899792224203
221,2011,1,10,4,0,4,0.02511702249,1,0,15228,4835,43.27,42.01,35.21202054901065,8.05797945098935
222,2011,1,10,5,0,5,0.02523119078,1,0,16118,5040,48.99,43.27,39.13261549693238,9.857384503067621
223,2011,1,10,6,0,6,0.02534535906,1,0,17964,5578,60,48.99,47.26454614172284,12.735453858277161
224,2011,1,10,7,0,7,0.02545952734,1,0,19530,6182,68.86,60,54.163031184919966,14.696968815080034
225,2011,1,10,8,0,8,0.02557369563,1,0,20033,6550,70.91,68.86,56.37882810492517,14.531171895074827
226,2011,1,10,9,0,9,0.02568786391,1,0,20466,6822,76.3,70.91,58.28626362453203,18.013736375467964
227,2011,1,10,10,0,10,0.0258020322,1,0,20753,6958,75.42,76.3,59.55054536616522,15.869454633834785
228,2011,1,10,11,0,11,0.02591620048,1,0,20803,7007,72.19,75.42,59.77080350930688,12.419196490693118
229,2011,1,10,12,0,12,0.02603036876,1,0,20756,7022,69.65,72.19,59.56376085475372,10.086239145246289
230,2011,1,10,13,0,13,0.02614453705,1,0,20675,7011,69.61,69.65,59.206942662864215,10.403057337135785
231,2011,1,10,14,0,14,0.02625870533,1,0,20539,7007,66.08,69.61,58.60784051351887,7.472159486481125
232,2011,1,10,15,0,15,0.02637287362,1,0,20582,7028,68.51,66.08,58.7972625166207,9.712737483379307
233,2011,1,10,16,0,16,0.0264870419,1,0,21154,7140,78.48,68.51,61.31701567416142,17.162984325838586
234,2011,1,10,17,0,17,0.02660121018,1,0,22729,7399,91.91,78.48,68.25514718312402,23.654852816875973
235,2011,1,10,18,0,18,0.02671537847,1,0,23007,7345,88.14,91.91,69.4797824589917,18.660217541008294
236,2011,1,10,19,0,19,0.02682954675,1,0,22580,7174,85.41,88.14,67.59877791656186,17.81122208343814
237,2011,1,10,20,0,20,0.02694371504,1,0,21908,6964,85.55,85.41,64.63850847273781,20.911491527262186
238,2011,1,10,21,0,21,0.02705788332,1,0,20785,6670,63,85.55,59.69151057777588,3.3084894222241203
239,2011,1,10,22,0,22,0.0271720516,1,0,19310,6285,54.33,63,53.19389535509661,1.1361046449033907
240,2011,1,10,23,0,23,0.02728621989,1,0,17739,5798,52.84,54.33,46.27338449758533,6.56661550241467
241,2011,1,11,0,0,0,0.02740038817,2,0,16670,5402,50.95,52.84,41.564265397216424,9.385734602783579
242,2011,1,11,1,0,1,0.02751455646,2,0,15883,5090,44.6,50.95,38.09740222416652,6.502597775833479
243,2011,1,11,2,0,2,0.02762872474,2,0,15453,4901,42.76,44.6,36.20318219314816,6.556817806851839
244,2011,1,11,3,0,3,0.02774289302,2,0,15292,4815,42.68,42.76,35.49395097223198,7.186049027768021
245,2011,1,11,4,0,4,0.02785706131,2,0,15497,4835,42.47,42.68,36.397009359112836,6.072990640887163
